position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Member of the House of Representatives of the Philippines,Eddie Ilarde,Q5336151,1984,2020-08-04,male,1934-08-25,2020-08-04,Former Sen. Eddie Ilarde - 2019.jpg,Eddie Ilarde
Member of the House of Representatives of the Philippines,Ralph Recto,Q555499,1992-06-30,2001-06-30,male,1964-01-11,,Ralph Recto cropped.jpg,Ralph Recto
Member of the House of Representatives of the Philippines,Plaridel Abaya,Q12969523,1995,,male,1934-02-25,,,
Member of the House of Representatives of the Philippines,Florencio Abad,Q1427383,1995,2004,male,1954-07-13,,Butch Abad (crop).png,Florencio Abad
Member of the House of Representatives of the Philippines,Abdusakur Tan,Q2683983,1996,2001-06-30,male,1950-07-13,,,Abdusakur Mahail Tan
Member of the House of Representatives of the Philippines,Harlin Abayon,Q11042220,1998,,male,1950-05-10,,,
Member of the House of Representatives of the Philippines,Prospero Amatong,Q4596779,1998,2001,male,1931-10-18,2009-05-16,,Prospero Amatong
Member of the House of Representatives of the Philippines,Roseller Barinaga,Q101243121,1998-06-30,2001-06-30,male,,,,Roseller Barinaga
Member of the House of Representatives of the Philippines,Charlie Cojuangco,Q12962523,1998-06-30,2001-06-30,male,1963-04-14,2022-02-22,,
Member of the House of Representatives of the Philippines,Benigno Aquino III,Q1464,1998-06-30,2007-06-30,male,1960-02-08,2021-06-24,President Benigno S. Aquino III.jpg,Benigno Aquino III
Member of the House of Representatives of the Philippines,Imee Marcos,Q2208719,1998-06-30,2007-06-30,female,1955-11-12,,Imee Marcos COC 2019 elections filing (cropped).jpg,Imee Marcos
Member of the House of Representatives of the Philippines,Pantaleon Alvarez,Q24239770,1998-06-30,2001-06-30,male,1958-01-10,,Pantaleon Alvarez.jpg,Pantaleon Alvarez
Member of the House of Representatives of the Philippines,Rodrigo Duterte,Q457786,1998-06-30,2001-06-30,male,1945-03-28,,President Rodrigo Duterte.jpg,Rodrigo Duterte
Member of the House of Representatives of the Philippines,Alan Peter Cayetano,Q471883,1998-06-30,2007-06-30,male,1970-10-28,,Rep. Alan Peter Cayetano (18th Congress PH).jpg,Alan Peter Cayetano
Member of the House of Representatives of the Philippines,Juan Miguel Zubiri,Q555253,1998-06-30,2007-06-30,male,1968-04-13,,,Juan Miguel Zubiri
Member of the House of Representatives of the Philippines,Prospero Amatong,Q4596779,2001,2004,male,1931-10-18,2009-05-16,,Prospero Amatong
Member of the House of Representatives of the Philippines,Roseller Barinaga,Q101243121,2001-06-30,2004-06-30,male,,,,Roseller Barinaga
Member of the House of Representatives of the Philippines,Charlie Cojuangco,Q12962523,2001-06-30,2004-06-30,male,1963-04-14,2022-02-22,,
Member of the House of Representatives of the Philippines,Aurelio Umali,Q17371328,2001-06-30,2007-06-30,male,1966,,"HoR Official Portrait - Aurelio ""Oyie"" Umali.jpg",Aurelio Umali
Member of the House of Representatives of the Philippines,Cynthia Villar,Q2192916,2001-06-30,2010-06-30,female,1950-07-29,,Sen. Cynthia Villar (cropped).jpg,Cynthia Villar
Member of the House of Representatives of the Philippines,Cho Roco,Q25663425,2001-06-30,2004-06-30,male,,,,
Member of the House of Representatives of the Philippines,Sherwin Gatchalian,Q2606208,2001-06-30,2004-06-30,male,1974-04-06,,20170329 BenhamRise.Senate MLC 538.jpg,Win Gatchalian
Member of the House of Representatives of the Philippines,Joel Villanueva,Q12963666,2002-02-06,2010-06-30,male,1975-08-02,,Joel Villanueva portrait.jpg,Joel Villanueva
Member of the House of Representatives of the Philippines,Henedina Abad,Q12964580,2004,2007,female,1955-01-26,2017-10-08,,Henedina Abad
Member of the House of Representatives of the Philippines,Prospero Amatong,Q4596779,2004,2007,male,1931-10-18,2009-05-16,,Prospero Amatong
Member of the House of Representatives of the Philippines,"Benjamin Abalos, Jr.",Q4888170,2004,,male,1962-07-19,,Benjamin Abalos Jr. 2019 (cropped).jpg,Benjamin Abalos Jr.
Member of the House of Representatives of the Philippines,Benny Abante,Q4889930,2004,,male,1951-07-15,,"Rep. Bienvenido Abante, Jr. (18th Congress PH).jpg",Benny Abante
Member of the House of Representatives of the Philippines,Joseph Emilio Abaya,Q6282903,2004,,male,1966-05-28,,,Jun Abaya
Member of the House of Representatives of the Philippines,Roseller Barinaga,Q101243121,2004-06-30,2007-06-30,male,,,,Roseller Barinaga
Member of the House of Representatives of the Philippines,Charlie Cojuangco,Q12962523,2004-06-30,2007-06-30,male,1963-04-14,2022-02-22,,
Member of the House of Representatives of the Philippines,Proceso Alcala,Q1665903,2004-06-30,2010-06-30,male,1955-07-02,,PhotoRelease DA 140609 (cropped).jpg,Proceso Alcala
Member of the House of Representatives of the Philippines,Mikey Arroyo,Q1858359,2004-06-30,2007-06-30,male,1969-04-26,,Mikey Macapagal-Arroyo.jpg,Mikey Arroyo
Member of the House of Representatives of the Philippines,Risa Hontiveros,Q2108334,2004-06-30,2010-06-30,female,1966-02-24,,Risa hontiveros.JPG,Risa Hontiveros
Member of the House of Representatives of the Philippines,Juan Edgardo Angara,Q2133872,2004-06-30,2013-06-30,male,1972-07-15,,Sen. Sonny Angara.jpg,Sonny Angara
Member of the House of Representatives of the Philippines,Teofisto Guingona III,Q3550710,2004-06-30,2010-06-30,male,1959-04-19,,Senator TG Guingona visits Negros Occidental 7.15.15 (cropped).png,TG Guingona
Member of the House of Representatives of the Philippines,Jesus Crispin Remulla,Q6188132,2004-06-30,2007-06-30,male,1961-03-31,,Rep. Jesus Crispin Remulla (18th Congress PH).jpg,Jesus Crispin Remulla
Member of the House of Representatives of the Philippines,Abigail Binay,Q12967692,2007-06-30,2016-06-30,female,1975-12-12,,Abby Binay July 2016.jpg,Abigail Binay
Member of the House of Representatives of the Philippines,Mikey Arroyo,Q1858359,2007-06-30,2010-06-30,male,1969-04-26,,Mikey Macapagal-Arroyo.jpg,Mikey Arroyo
Member of the House of Representatives of the Philippines,Pablo P. Garcia,Q1867908,2007-06-30,2013-06-30,male,1925-09-25,2021-08-18,,Pablo P. Garcia
Member of the House of Representatives of the Philippines,Diosdado Macapagal–Arroyo,Q5279602,2007-06-30,2010-06-30,male,1974-09-04,,Dato Arroyo - 16th Congress.jpg,Dato Arroyo
Member of the House of Representatives of the Philippines,Jesus Crispin Remulla,Q6188132,2007-06-30,2010-06-30,male,1961-03-31,,Rep. Jesus Crispin Remulla (18th Congress PH).jpg,Jesus Crispin Remulla
Member of the House of Representatives of the Philippines,Cresente Paez,Q17371018,2009,,male,,,,
Member of the House of Representatives of the Philippines,Henedina Abad,Q12964580,2010,2013-06-30,female,1955-01-26,2017-10-08,,Henedina Abad
Member of the House of Representatives of the Philippines,Emmi de Jesus,Q56043681,2010,,female,,,,Emmi de Jesus
Member of the House of Representatives of the Philippines,Romeo Jalosjos Jr.,Q104839501,2010-06-30,2013-06-30,male,1971-11-04,,,Romeo Jalosjos Jr.
Member of the House of Representatives of the Philippines,Gloria Macapagal Arroyo,Q123665,2010-06-30,,female,1947-04-05,,Gloria Macapagal Arroyo WEF 2009-crop.jpg,Gloria Macapagal Arroyo
Member of the House of Representatives of the Philippines,Joseph Victor Ejercito,Q12950817,2010-06-30,2013-06-30,male,1969-12-26,,Sen. JV Ejercito - 2018 (cropped).jpg,JV Ejercito
Member of the House of Representatives of the Philippines,Enrique Cojuangco,Q12963710,2010-06-30,2013-06-30,male,,2015-05-12,,
Member of the House of Representatives of the Philippines,Karlo Alexei Nograles,Q12965820,2010-06-30,2013-06-30,male,1976-09-03,,KN.png,Karlo Nograles
Member of the House of Representatives of the Philippines,Rodolfo B. Albano,Q12970075,2010-06-30,2013-06-30,male,1934-03-27,2019-11-05,,
Member of the House of Representatives of the Philippines,Augusto Syjuco Jr.,Q17370955,2010-06-30,2013-06-30,male,,2020-01-10,,
Member of the House of Representatives of the Philippines,Mikey Arroyo,Q1858359,2010-06-30,2013-06-30,male,1969-04-26,,Mikey Macapagal-Arroyo.jpg,Mikey Arroyo
Member of the House of Representatives of the Philippines,Imelda Marcos,Q285536,2010-06-30,,female,1929-07-02,,Imelda Marcos.jpg,Imelda Marcos
Member of the House of Representatives of the Philippines,Manny Pacquiao,Q486359,2010-06-30,2016-06-30,male,1978-12-17,,"Ceremonial first pitch by Manny Pacquiao, April 21, 2009.jpg",Manny Pacquiao
Member of the House of Representatives of the Philippines,Diosdado Macapagal–Arroyo,Q5279602,2010-06-30,2013-06-30,male,1974-09-04,,Dato Arroyo - 16th Congress.jpg,Dato Arroyo
Member of the House of Representatives of the Philippines,Diosdado Macapagal–Arroyo,Q5279602,2010-06-30,2016-06-30,male,1974-09-04,,Dato Arroyo - 16th Congress.jpg,Dato Arroyo
Member of the House of Representatives of the Philippines,Jesus Crispin Remulla,Q6188132,2010-06-30,2013-06-30,male,1961-03-31,,Rep. Jesus Crispin Remulla (18th Congress PH).jpg,Jesus Crispin Remulla
Member of the House of Representatives of the Philippines,Maximo B. Dalog,Q10976917,2013-06-30,2016-06-30,male,1946-10-01,2017-06-03,,
Member of the House of Representatives of the Philippines,Harlin Abayon,Q11042220,2013-06-30,2016-03-16,male,1950-05-10,,,
Member of the House of Representatives of the Philippines,Lucy Torres-Gomez,Q11845136,2013-06-30,2016-06-30,female,1974-12-11,,Chairperson Rep. Lucy Torres-Gomez (cropped).jpg,Lucy Torres-Gomez
Member of the House of Representatives of the Philippines,Gloria Macapagal Arroyo,Q123665,2013-06-30,2016-06-30,female,1947-04-05,,Gloria Macapagal Arroyo WEF 2009-crop.jpg,Gloria Macapagal Arroyo
Member of the House of Representatives of the Philippines,Walden Bello,Q1285526,2013-06-30,2015-03-16,male,1945-11-11,,Walden.jpg,Walden Bello
Member of the House of Representatives of the Philippines,Abdullah Dimaporo,Q12961079,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Agapito Guanlao,Q12961145,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Andres Salvacion,Q12961483,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Arnulfo Go,Q12961709,2013-06-30,2016-06-30,,,,,
Member of the House of Representatives of the Philippines,Bai Sandra Sema,Q12961921,2013-06-30,2016-06-30,female,,,,
Member of the House of Representatives of the Philippines,Carlos M. Padilla,Q12962521,2013-06-30,2016-06-30,male,1944-09-19,,Carlos Padilla LPP.jpg,Carlos Padilla (politician)
Member of the House of Representatives of the Philippines,Celso Lobregat,Q12962647,2013-06-30,2016-06-30,male,1948-03-20,,,Celso Lobregat
Member of the House of Representatives of the Philippines,Cesar Sarmiento,Q12962665,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Christopher Co,Q12962852,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Cinchona Cruz-Gonzales,Q12962885,2013-06-30,2016-06-30,,,,,
Member of the House of Representatives of the Philippines,Czarina Umali,Q12963050,2013-06-30,2016-06-30,,,,Nueva Ecija Governor Czarina Umali 2018.jpg,
Member of the House of Representatives of the Philippines,Deogracias Ramos Jr.,Q12963299,2013-06-30,2016-06-30,,,,,
Member of the House of Representatives of the Philippines,Eleandro Jesus Madrona,Q12963623,2013-06-30,2016-06-30,female,,,,
Member of the House of Representatives of the Philippines,Elmer Panotes,Q12963641,2013-06-30,2015-09-16,male,,,,
Member of the House of Representatives of the Philippines,Enrique Cojuangco,Q12963710,2013-06-30,2015-05-12,male,,2015-05-12,,
Member of the House of Representatives of the Philippines,Eric Singson,Q12963761,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Eulogio Magsaysay,Q12963831,2013-06-30,2016-06-30,,,,,
Member of the House of Representatives of the Philippines,Fernando Gonzalez,Q12963933,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Florencio Garay,Q12963967,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Francisco Matugas,Q12964010,2013-06-30,2016-06-30,male,1969,,,Francisco Matugas
Member of the House of Representatives of the Philippines,Gabriel Luis Quisumbing,Q12964119,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Giorgidi Aggabao,Q12964257,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Guillermo Romarate Jr.,Q12964392,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Henedina Abad,Q12964580,2013-06-30,2016-06-30,female,1955-01-26,2017-10-08,,Henedina Abad
Member of the House of Representatives of the Philippines,Jesus Celeste,Q12965265,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Jesus Sacdalan,Q12965270,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Jorge Banal,Q12965407,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Jorge Almonte,Q12965416,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Joselito Mendoza,Q12965458,2013-06-30,2016-06-30,,1953,,,
Member of the House of Representatives of the Philippines,Julio Ledesma IV,Q12965511,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Karlo Alexei Nograles,Q12965820,2013-06-30,2016-06-30,male,1976-09-03,,KN.png,Karlo Nograles
Member of the House of Representatives of the Philippines,Leopoldo Bataoil,Q12967211,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Linabelle Ruth Villarica,Q12967276,2013-06-30,2016-06-30,female,,,,
Member of the House of Representatives of the Philippines,Manuel Agyao,Q12967675,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Abigail Binay,Q12967692,2013-06-30,2016-06-30,female,1975-12-12,,Abby Binay July 2016.jpg,Abigail Binay
Member of the House of Representatives of the Philippines,Maria Zenaida Angping,Q12967758,2013-06-30,2016-06-30,female,,,,
Member of the House of Representatives of the Philippines,Mark Llandro Mendoza,Q12967801,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Maximo Rodriguez Jr.,Q12967915,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Mercedes Alvarez,Q12967978,2013-06-30,2016-06-30,female,,,Seal of the Philippine House of Representatives.svg,Mercedes Alvarez (politician)
Member of the House of Representatives of the Philippines,Milagrosa Tan,Q12968135,2013-06-30,2016-06-30,female,1958-02-24,2019-11-30,HoR Official Portrait of Milagrosa Tan.jpg,Milagrosa Tan
Member of the House of Representatives of the Philippines,Mylene Garcia-Albano,Q12968454,2013-06-30,2016-06-30,female,,,,
Member of the House of Representatives of the Philippines,Nancy Catamco,Q12968514,2013-06-30,2016-06-30,female,1969-06-19,,HoR Portrait of Nancy Catamco.jpg,Nancy Catamco
Member of the House of Representatives of the Philippines,Napoleon Dy,Q12968534,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Nelson Dayanghirang,Q12968589,2013-06-30,2016-06-30,male,,,Governor Nelson Dayanghirang.png,Nelson Dayanghirang
Member of the House of Representatives of the Philippines,Pangalian Balindong,Q12969134,2013-06-30,2016-06-30,male,1940-01-01,,Ali Pangalian Balindong.jpg,Pangalian Balindong
Member of the House of Representatives of the Philippines,Patricio Antonio,Q12969331,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Peter Unabia,Q12969408,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Philip Pichay,Q12969420,2013-06-30,2016-03-16,male,,,,
Member of the House of Representatives of the Philippines,Raden Sakaluran,Q12969755,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Randolph Ting,Q12969800,2013-06-30,2016-06-30,male,,,Ting-rs.png,Randolph Ting
Member of the House of Representatives of the Philippines,Reynaldo Umali,Q12969927,2013-06-30,2016-06-30,,,,,
Member of the House of Representatives of the Philippines,Rodolfo Fariñas,Q12970074,2013-06-30,2016-06-30,male,1951-09-05,,,Rodolfo Fariñas
Member of the House of Representatives of the Philippines,Rogelio Espina,Q12970085,2013-06-30,2016-06-30,male,1960,,HoR Official Portrait Rogelio Espina.jpg,Rogelio Espina
Member of the House of Representatives of the Philippines,Ronaldo Zamora,Q12970122,2013-06-30,2016-06-30,male,1944-12-04,,Ronaldo Zamora (cropped).jpg,Ronaldo Zamora
Member of the House of Representatives of the Philippines,Rosenda Ann Ocampo,Q12970151,2013-06-30,2016-06-30,female,,,,
Member of the House of Representatives of the Philippines,Rosendo Labadlabad,Q12970152,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Scott Davies Lanete,Q12970779,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Vicente Belmonte,Q12972396,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Amado Bagatsing,Q15869885,2013-06-30,2016-06-30,male,1947-12-03,,,
Member of the House of Representatives of the Philippines,Evelio Leonardia,Q15885486,2013-06-30,2016-06-30,male,1952-07-10,,,Evelio Leonardia
Member of the House of Representatives of the Philippines,Sol Aragones,Q16149679,2013-06-30,2016-06-30,female,1977-11-06,,HoR Official Portrait Sol Aragones.jpg,Sol Aragones
Member of the House of Representatives of the Philippines,Erico Aristotle Aumentado,Q16150268,2013-06-30,2016-06-30,male,1977-12-29,,ArisAumentado.png,Erico Aristotle Aumentado
Member of the House of Representatives of the Philippines,Jose I. Tejada,Q16192880,2013-06-30,2016-06-30,male,1958-06-10,,HoR Official Portrait Jose Tejada.jpg,Jose Tejada
Member of the House of Representatives of the Philippines,Raneo Abu,Q16197189,2013-06-30,2016-06-30,male,1967,,HoR Official Portrait Raneo Abu.jpg,Raneo Abu
Member of the House of Representatives of the Philippines,Regina Ongsiako Reyes,Q16735147,2013-06-30,2016-02-01,female,1964-07-03,2022,Reyes-r.jpg,Regina Reyes Mandanas
Member of the House of Representatives of the Philippines,Sitti Djalia Turabin,Q16886227,2013-06-30,2016-06-30,female,1976-11-26,,,Sitti Djalia Turabin
Member of the House of Representatives of the Philippines,Joseph Ace Durano,Q1706872,2013-06-30,2016-06-30,male,1970-04-03,,,Ace Durano
Member of the House of Representatives of the Philippines,Alfredo Abelardo Benitez,Q17370900,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Thelma Almario,Q17370907,2013-06-30,2016-06-30,female,,,,
Member of the House of Representatives of the Philippines,Erlpe John Amante,Q17370912,2013-06-30,2016-06-30,male,,,,Erlpe John Amante
Member of the House of Representatives of the Philippines,Antonio Tinio,Q17370935,2013-06-30,2016-06-30,male,,,,Antonio Tinio
Member of the House of Representatives of the Philippines,George Arnaiz,Q17370944,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Arthur Defensor Jr.,Q17370945,2013-06-30,2016-06-30,male,1969-10-08,,"HoR Official Portrait of Arthur Defensor, Jr.jpg",Arthur Defensor Jr.
Member of the House of Representatives of the Philippines,Benjamin Asilo,Q17370948,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Belma Cabilao,Q17370983,2013-06-30,2016-06-30,female,,,,
Member of the House of Representatives of the Philippines,Carlo Lopez,Q17370991,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Ronald Cosalan,Q17371015,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Cresente Paez,Q17371018,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Eufranio Eriguel,Q17371060,2013-06-30,2016-06-30,male,1959-06-12,2018-05-12,,Eufranio Eriguel
Member of the House of Representatives of the Philippines,Ben Evardone,Q17371063,2013-06-30,2016-06-30,male,,,HoR Official Portrait of Ben Evardone.jpg,
Member of the House of Representatives of the Philippines,Jeffrey Ferrer,Q17371067,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Luis Ferrer IV,Q17371068,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Florencio Flores Jr.,Q17371073,2013-06-30,2016-06-30,,,,,
Member of the House of Representatives of the Philippines,Francisco Ortega III,Q17371074,2013-06-30,2016-06-30,male,1967,,Francisco Emmanuel Ortega III portrait.jpg,Francisco Emmanuel Ortega III
Member of the House of Representatives of the Philippines,Ann Hofer,Q17371094,2013-06-30,2016-06-30,female,1967-06-03,,Rep. Ann K. Hofer.jpg,Dulce Ann Hofer
Member of the House of Representatives of the Philippines,Jerry Treñas,Q17371100,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Joel Roy Duavit,Q17371109,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Jose Carlos Cari,Q17371112,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Roy Loyola,Q17371149,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Mark Villar,Q17371175,2013-06-30,2016-06-30,male,1978-08-14,,Mark A. Villar dpwh portrait.png,Mark Villar
Member of the House of Representatives of the Philippines,Mel Senen Sarmiento,Q17371180,2013-06-30,2015-09-29,male,1962-08-11,,,Mel Senen Sarmiento
Member of the House of Representatives of the Philippines,Damian Mercado,Q17371182,2013-06-30,2016-06-30,male,,,HoR Official Portrait of Damian Mercado.jpg,Damian Mercado
Member of the House of Representatives of the Philippines,Monique Yazmin Lagdameo,Q17371189,2013-06-30,2016-06-30,female,,,,
Member of the House of Representatives of the Philippines,Neil Benedict Montejo,Q17371199,2013-06-30,2016-06-30,male,,,,
Member of the House of Representatives of the Philippines,Emil Ong,Q17371201,2013-06-30,2016-06-30,male,,,,
